Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,188455011,1.098625534,1 male,55,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,161144767,0.788609525,2 female,60,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,3 not very possible,7 (dk),no,,,,,no,,,,,(ref),,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,179069392,0.840866055,2 female,35,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,148535868,1.4572395,2 female,30,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,174055823,1.008955344,1 male,16,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,166497232,0.470491084,1 male,42,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,153070168,1.61636458,1 male,55,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,125508374,0.212452879,1 male,30,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,150243154,0.854859265,1 male,45,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,116838643,0.901607202,2 female,18,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,178083813,0.840866055,2 female,35,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,138389443,0.940982168,1 male,35,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,182650950,0.182883025,2 female,23,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,6 some other source,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,188265990,0.854859265,1 male,50,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,162119731,0.365766049,2 female,22,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,117953443,1.948660866,1 male,35,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,(ref),,,,yes,yes
India,IND,126454223,0.261651097,1 male,60,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,166725215,1.018541636,2 female,52,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,no
India,IND,129365859,2.339618417,2 female,16,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,156930460,0.175985742,1 male,30,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,209643863,2.25138163,1 male,30,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,yes,no,no,yes,no,yes,yes,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
India,IND,194733714,0.199043115,2 female,48,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2 somewhat possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,153888605,0.859954111,1 male,65,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
India,IND,185007175,0.212452879,1 male,30,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,155125788,1.202142937,2 female,22,secondary,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,130179027,0.175985742,1 male,28,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,129702069,0.671048688,2 female,35,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,204286029,0.168108725,2 female,16,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,7 (dk),no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,192104526,0.447365792,2 female,35,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,168595233,0.175359481,2 female,55,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,131457143,0.859954111,1 male,63,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,(dk),yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,yes
India,IND,113890362,0.264011234,2 female,16,secondary,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,176462731,1.347795731,1 male,54,secondary,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,122576779,1.58496428,1 male,35,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,(dk),no,no,(dk),yes,no,(dk),no,,,,,,,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,193996087,0.386039081,2 female,30,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),yes,no,yes,no,no,(dk),no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,yes,(dk),(dk),yes,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,199532798,0.798062755,1 male,65,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,(dk),no,yes,no,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,132983144,4.052691338,1 male,20,secondary,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),yes,(dk),(dk),yes,yes,(ref),no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
India,IND,167244340,0.321144824,1 male,60,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,yes,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,205902869,0.448933236,2 female,22,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,no,(dk),yes,no,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,(dk),,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,152671586,4.052691338,2 female,30,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,120308521,2.297277113,2 female,23,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,(dk),no,no,yes,yes,yes,(dk),yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,5 (dk),,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,190441414,4.052691338,2 female,75,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,(dk),,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,(dk),no,no,(dk),yes,no,no,yes,no,5 (dk),,(dk),,,,,yes,yes,(dk),no,(dk),(dk),,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from the government.",no,,,,yes,yes
India,IND,159071776,3.106656741,2 female,45,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,(dk),no,no,no,no,yes,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,142891578,3.106656741,2 female,50,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,167398194,1.115624068,2 female,22,completed primary or less,2 second 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,140442800,3.666659592,2 female,19,secondary,1 poorest 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,162134253,0.644209132,2 female,20,completed tertiary or more,1 poorest 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,168123871,1.819348901,2 female,43,secondary,2 second 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,158453891,0.798062755,1 male,58,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,124593003,2.729023351,2 female,40,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,185806283,0.237717534,2 female,61,completed primary or less,5 richest 20%,no,no,no,(dk),,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,(dk),no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,(dk),,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,121839030,1.017983104,1 male,35,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,6 some other source,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,112882011,0.326110067,1 male,55,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,6 (dk),no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,3 not very possible,"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,yes,yes,no,2 over time as needed,1 you had this account before you began receiving payments from the government.,no,,,,yes,yes
India,IND,170674623,0.168108725,1 male,35,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,5 (refused),no,,2 you get it over the counter in a branch of your financial institution,(dk),no,no,(ref),yes,(ref),(dk),(dk),(ref),no,yes,no,yes,yes,no,4 not at all possible,,(dk),,,,,no,,,,,no,,,,yes,yes,no,no,(dk),,,,,,,no,,,,,,(ref),,,,yes,yes
India,IND,162803489,1.504483545,2 female,32,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,(dk),yes,yes,yes,(dk),yes,,,,,,,no,(dk),(ref),yes,no,(dk),(dk),no,no,yes,no,yes,yes,no,5 (dk),,(dk),,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,yes,no,no,(dk),,,no,,,,yes,yes
India,IND,155168979,0.344944718,1 male,47,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,no,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,176257019,0.287453932,1 male,45,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,139992843,1.791463493,1 male,25,secondary,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,132236904,0.327084647,2 female,22,completed tertiary or more,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,no,no,(dk),no,(dk),(dk),no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",yes,yes,(ref),no,no,no,,,,,no,,,,no,,,,no,,,,,,,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,no
India,IND,155785512,0.210793795,2 female,36,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,no,(dk),yes,(dk),yes,no,yes,(dk),no,,,,,,,(dk),yes,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,5 (dk),,(dk),,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,no,yes,yes
India,IND,187447577,1.314453742,2 female,50,completed primary or less,1 poorest 20%,yes,yes,no,no,,,(dk),,,,,,,,,,,yes,4 (dk),no,,2 you get it over the counter in a branch of your financial institution,(dk),(dk),no,yes,no,yes,(dk),(dk),(dk),(dk),yes,no,no,yes,no,4 not at all possible,,yes,yes,(dk),no,yes,(dk),,,,,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,(dk),,,,yes,yes
India,IND,209758718,0.720894723,1 male,29,secondary,5 richest 20%,yes,yes,yes,no,,,yes,yes,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,1 very possible,3 money from working or a loan from an employer,no,,,,,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,yes,no,no,no,,,no,,,,yes,yes
India,IND,137929286,1.852880369,2 female,60,completed primary or less,2 second 20%,no,no,no,no,,,no,,(dk),(dk),no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,(dk),no,no,no,no,no,3 not very possible,6 some other source,no,,,,,no,,,,,no,,,,(dk),,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,190598419,0.210793795,2 female,40,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,no,no,no,no,no,no,yes,(dk),no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,no,no,no,no,no
India,IND,173274031,0.244018905,1 male,21,completed tertiary or more,2 second 20%,no,no,no,no,,,no,,no,no,yes,yes,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,150091442,0.168108725,1 male,70,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,yes,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,140381979,0.168108725,1 male,42,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,yes,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,(dk),no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,145970131,0.32472028,2 female,28,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,114384921,1.791463493,1 male,25,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,(dk),no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
